SnapshotDate,SKU,WarehouseID,OnHandQty
2026-07-21,SKU-0030,WH-04,84
2026-07-07,SKU-0023,WH-08,152
2026-09-01,SKU-0004,WH-09,177
2026-08-18,SKU-0021,WH-08,191
2026-08-25,SKU-0038,WH-06,72
2026-07-14,SKU-0011,WH-07,50
2026-08-04,SKU-0018,WH-04,162
2026-07-07,SKU-0045,WH-04,114
2026-08-04,SKU-0003,Wh-01,55
07/28/2026,SKU-0036,WH-06,74
2026-07-21,SKU-0014,WH-01,105
2026-08-18,SKU-0027,WH-01,92
,SKU-0034,WH-05,119
2026-07-14,SKU-0023,WH-06,84
2026-09-01,SKU-0012,WH-05,138
2026-07-21,SKU-0034,WH-04,113
14-Jul-2026,SKU-0034,WH-01,171
04-Aug-2026,SKU-0009,WH-02,144
2026-08-11,SKU-0040,WH-08,152
2026-08-25,SKU-0026,WH-05,199
2026-07-21,SKU-0012,WH-01,66
2026-08-25,SKU-0040,WH-01,161
2026-07-14,SKU-0013,WH-99,228
08/11/2026,SKU-0036,WH-06,90
2026-07-07,SKU-0014,WH-06,121
2026-06-30,SKU-0017,WH-08,195
2026-07-21,SKU-0041,WH-04,92
2026-08-04,SKU-0045,WH-08,97
2026-08-11,SKU-0044,WH-08,202
2026-07-07,SKU-0014,WH-03,266
2026-08-11,SKU-0020,WH-01,158
2026-08-25,SKU-0043,WH-99,111
2026-07-07,SKU-0017,WH-07,78
2026-08-18,SKU-0002,WH-07,160
2026-06-30,SKU-0027,WH-07,150
2026-06-30,SKU-0036,WH-04,188
2026-06-30,SKU-0016,WH-03,168
2026-07-28,SKU-0018,WH-07,116
2026-07-21,SKU-0042,WH-08,200
2026-08-25,SKU-0009,WH-04,123
2026-09-01,SKU-0009,WH-03,56
2026-07-07,SKU-0025,WH-02,170
2026-08-25,SKU-0022,WH-02,0
2026-09-01,SKU-0041,WH-02,18
2026-07-07,SKU-0019,WH-02,105
2026-07-14,SKU-0011,WH-08,125
2026-07-28,SKU-0022,WH-03,102
2026-07-28,SKU-0032,WH-08,192
2026-07-21,SKU-0039,WH-05,127
2026-08-11,SKU-0042,WH-04,170
2026-06-30,SKU-0002,WH-02,102
2026-09-01,SKU-0013,WH-08,43
2026-06-30,SKU-0011,WH-04,23
2026-08-25,SKU-0042,WH-05,159
2026-08-11,SKU-0008,WH-02,48
2026-06-30,SKU-0037,WH-06,206
2026-07-21,SKU-0019,WH-08,40
2026-07-14,SKU-0022,WH-07,183
2026-08-25,SKU-0006, WH-01 ,109
2026-08-18,SKU-0025,WH-08,61
25-Aug-2026,SKU-0028,WH-03,90
2026-09-01,SKU-0032,WH-01,30
2026-08-11,SKU-0021,WH-04,156
2026-08-18,SKU-0003,WH-05,40
2026-07-28,SKU-0011,WH-08,81
2026-07-14,SKU-0003,WH-03,144
2026-08-04,SKU-0027,WH-08,77
2026-07-07,SKU-0004,WH-06,-171
2026-09-01,SKU-0016,WH-07,110
2026-08-18,SKU-0022,WH-02,121
,SKU-0001,WH-05,164
2026-08-25,SKU-0017,WH-05,193
2026-07-07,SKU-0005,WH-05,56
2026-07-21,SKU-0003,WH-05,102
2026-06-30,SKU-0013,WH-01,2
2026-08-18,SKU-0022,wh-01,116
2026-07-21,SKU-0033, WH-01 ,127
2026-08-04,SKU-0025,WH-05,151
2026-06-30,SKU-0043,WH-01,119
06/30/2026,SKU-0029,WH-07,177
2026-08-11,SKU-0038,WH-06,167
2026-07-28,SKU-0011,WH-05,181
2026-07-14,SKU-0029, WH-01 ,91
2026-08-04,SKU-0009,WH-06,35
2026-07-28,SKU-0015,WH-06,34
2026-07-14,SKU-0036,WH-02,161
2026-08-25,SKU-0021,WH-07,112
2026-08-04,SKU-0012,WH-04,154
2026-06-30,SKU-0038,WH-05,83
30-Jun-2026,SKU-0035,WH-03,110
2026-07-28,SKU-0010,WH-08,192
2026-08-18,SKU-0045,WH-04,152
2026-06-30,SKU-0029,WH-01,103
2026-07-14,SKU-0045,WH-05,109
2026-07-14,SKU-0006,WH-04,115
2026-06-30,SKU-0045,WH-02,126
25-Aug-2026,SKU-0001,WH-03,224
2026-08-04,SKU-0021,WH-99,206
2026-09-01,SKU-0017,WH-05,86
08/25/2026,SKU-0039,WH-03,182
2026-06-30,SKU-0039,WH-02,90
2026-07-14,SKU-0023,WH_05,48
2026-06-30,SKU-0020,WH-04,131
2026-09-01,SKU-0036,WH-01,97
2026-07-21,SKU-0027,WH-02,93
2026-08-11,SKU-0002,WH-06,127
2026-07-28,SKU-0008,WH-04,89
,SKU-0014,WH-05,126
2026-08-11,SKU-0019,WH-07,159
2026-08-11,SKU-0037,WH-07,90
2026-07-28,SKU-0013,WH-07,108
2026-07-14,SKU-0035,WH-99,115
2026-07-07,SKU-0008,WH-06,148
2026-09-01,SKU-0017,WH-08,147
,SKU-0021,WH-02,185
2026-06-30,SKU-0013,WH-08,182
2026-07-28,SKU-0034,WH-06,237
2026-07-07,SKU-0043,WH-01,89
2026-07-28,SKU-0002,WH-05,105
,SKU-0006,WH-06,178
2026-08-11,SKU-0038,WH-02,147
2026-07-28,SKU-0033,WH-08,22
2026-07-21,SKU-0036,WH-02,55
2026-07-07,SKU-0042,WH-06,122
2026-07-21,SKU-0019,WH-02,121
2026-08-11,SKU-0045,WH-01,144
2026-09-01,SKU-0027, WH-01 ,99
2026-07-07,SKU-0023,WH-04,201
2026-07-07,SKU-0022,WH-06,155
2026-08-18,SKU-0007,WH-01,156
2026-07-28,SKU-0007,WH-08,124
07/28/2026,SKU-0033,WH-06,148
2026-08-11,SKU-0016,WH-06,102
2026-08-11,SKU-0045,WH-08,171
2026-07-28,SKU-0002,WH-07,69
2026-08-25,SKU-0019,WH-07,71
,SKU-0037,WH-07,59
2026-08-25,SKU-0015,WH-06,69
2026-08-04,SKU-0025,WH-07,52
2026-08-18,SKU-0030,WH-02,88
2026-08-11,SKU-0012,WH-05,74
2026-08-25,SKU-0011,WH-02,213
,SKU-0031,WH-08,-4
2026-08-18,SKU-0018,WH-08,44
2026-08-04,SKU-0004,WH-01,26
2026-08-04,SKU-0025,WH-04,164
,SKU-0007,WH-05,191
2026-08-18,SKU-0030,WH-03,70
2026-08-11,SKU-0018,WH-08,109
2026-07-28,SKU-0040,WH-05,83
2026-09-01,SKU-0015,WH-05,169
01-Sep-2026,SKU-0023,WH-01,73
2026-07-14,SKU-0015,WH-07,93
2026-08-18,SKU-0003,WH-04,115
2026-07-14,SKU-0026,WH-06,112
,SKU-0027,WH-08,56
2026-07-07,SKU-0024,WH-03,80
2026-09-01,SKU-0001,WH-05,37
2026-08-25,SKU-0024,WH-08,160
2026-08-11,SKU-0031,WH-05,92
2026-07-07,SKU-0006,WH-03,235
2026-07-07,SKU-0011,WH-02,-40
2026-08-25,SKU-0025,WH-03,182
2026-07-14,SKU-0035,WH-02,145
2026-08-11,SKU-0022,WH-02,151
2026-07-28,SKU-0021,WH-02,70
2026-08-25,SKU-0041,WH-07,80
2026-07-14,SKU-0044,WH-07,67
2026-08-25,SKU-0004,WH-06,59
2026-07-21,SKU-0037,WH-01,204
2026-08-11,SKU-0012,WH-03,152
2026-08-04,SKU-0007,WH-07,123
2026-09-01,SKU-0034,WH-08,99
2026-08-25,SKU-0042,WH-07,123
2026-06-30,SKU-0039,WH-05,98
2026-06-30,SKU-0039,wh-01,190
2026-08-11,SKU-0023,WH-05,105
2026-07-21,SKU-0028,WH-04,148
2026-07-14,SKU-0024,WH-02,116
2026-08-18,SKU-0031,WH-06,68
2026-07-14,SKU-0010,WH-07,78
2026-07-14,SKU-0033,WH-06,-10
,SKU-0016,WH-05,36
2026-08-25,SKU-0019,WH-05,63
2026-07-21,SKU-0038,WH-07,93
2026-08-25,SKU-0009,WH-07,115
2026-08-11,SKU-0005,WH-04,182
2026-07-28,SKU-0006,WH-04,179
2026-06-30,SKU-0022,WH-01,38
2026-07-14,SKU-0016,WH-05,181
08/25/2026,SKU-0025,WH-07,184
2026-06-30,SKU-0037,WH-03,150
07-Jul-2026,SKU-0039,WH-07,157
2026-06-30,SKU-0032,WH-05,116
2026-06-30,SKU-0008,WH-06,25
2026-07-14,SKU-0024,WH-01,84
2026-08-25,SKU-0019,WH-06,68
2026-07-07,SKU-0023,WH-06,177
2026-09-01,SKU-0006,WH-01,122
2026-07-14,SKU-0020,WH-02,181
2026-08-04,SKU-0037,WH-03,101
2026-06-30,SKU-0039,wh-01,190
06/30/2026,SKU-0006,WH-08,98
2026-07-21,SKU-0024,WH-01,145
2026-07-07,SKU-0008,WH-05,132
2026-06-30,SKU-0020,WH-01,147
2026-07-07,SKU-0024,WH-08,117
2026-08-04,SKU-0003,WH-03,146
2026-07-21,SKU-0030,WH-02,206
2026-08-04,SKU-0029,WH-01,129
2026-06-30,SKU-0006,WH-02,208
2026-07-21,SKU-0008,WH-04,197
2026-07-21,SKU-0035,WH-03,87
2026-07-07,SKU-0015,WH-07,177
2026-08-04,SKU-0011,WH-03,-92
2026-09-01,SKU-0043,WH-07,83
2026-08-04,SKU-0002,WH-04,119
2026-07-07,SKU-0016,WH-04,48
2026-08-25,SKU-0003,WH-08,185
2026-07-28,SKU-0036,WH-03,110
2026-08-18,SKU-0040,WH-06,95
2026-08-18,SKU-0039,WH-03,153
2026-08-25,SKU-0018,WH-02,147
2026-07-07,SKU-0009,WH-05,96
2026-08-25,SKU-0012,WH-03,150
,SKU-0028,WH-02,29
2026-09-01,SKU-0024,WH-08,165
,SKU-0020,WH-02,104
2026-06-30,SKU-0038,WH-02,219
2026-09-01,SKU-0032,WH-06,153
2026-07-21,SKU-0045,WH-04,236
,SKU-0031,WH-03,82
2026-07-28,SKU-0004,WH-07,57
2026-07-28,SKU-0041,WH_05,-100
2026-08-04,SKU-0032,WH-04,188
2026-08-18,SKU-0023,WH-05,-101
2026-07-21,SKU-0022,WH-04,144
2026-09-01,SKU-0027,WH-03,90
2026-07-28,SKU-0031,WH-07,216
2026-08-25,SKU-0029,WH-07,127
2026-08-18,SKU-0016,WH-02,80
2026-08-11,SKU-0026,WH-07,51
2026-07-28,SKU-0005,WH-05,176
2026-07-21,SKU-0022,WH-05,150
2026-07-07,SKU-0036,WH-04,213
2026-08-18,SKU-0022,WH-06,70
2026-07-28,SKU-0008,WH-06,123
2026-08-04,SKU-0014,WH-07,68
2026-07-28,SKU-0030,WH_05,166
2026-08-18,SKU-0043,WH-04,8
2026-07-28,SKU-0015,WH-07,121
2026-08-11,SKU-0003,WH-06,71
2026-07-07,SKU-0030,WH-05,128
2026-09-01,SKU-0015,WH-02,141
2026-09-01,SKU-0039,WH-05,97
2026-07-07,SKU-0025,WH-05,121
2026-07-28,SKU-0028,WH-07,60
2026-08-25,SKU-0021,WH-06,193
2026-08-11,SKU-0008,WH-08,222
2026-08-04,SKU-0028,WH-08,194
2026-07-14,SKU-0028,WH-02,40
2026-06-30,SKU-0032,WH-06,154
18-Aug-2026,SKU-0015,wh-05,180
28-Jul-2026,SKU-0039,WH-07,95
2026-09-01,SKU-0009,WH-06,6
2026-08-18,SKU-0036,WH-01,103
2026-08-18,SKU-0038,WH-04,107
2026-09-01,SKU-0023,WH-08,124
2026-07-28,SKU-0023,WH-08,169
2026-08-25,SKU-0004,WH-03,126
2026-08-18,SKU-0013,WH-09,209
2026-06-30,SKU-0034,WH-07,30
2026-07-14,SKU-0041,WH-05,58
,SKU-0021,WH-04,103
2026-08-11,SKU-0008,WH_05,95
2026-08-04,SKU-0021,wh-05,86
2026-07-28,SKU-0005,WH-06,-142
2026-09-01,SKU-0012,WH-07,89
2026-08-18,SKU-0019,WH-05,110
2026-06-30,SKU-0030,WH-09,82
2026-06-30,SKU-0003,WH-01,139
2026-08-25,SKU-0042,WH-02,96
2026-07-07,SKU-0010,WH-06,46
2026-07-21,SKU-0045,WH-01,117
2026-07-07,SKU-0016,WH-02,167
2026-06-30,SKU-0010,WH_05,115
2026-06-30,SKU-0019,WH-04,81
2026-07-07,SKU-0034,WH-07,149
2026-07-14,SKU-0037,WH-02,196
2026-07-07,SKU-0018,WH-02,137
07/07/2026,SKU-0030,WH-02,202
2026-07-21,SKU-0038,WH-02,202
2026-07-14,SKU-0006,WH-05,93
2026-07-07,SKU-0009,WH-07,-72
2026-07-28,SKU-0033,WH-02,13
2026-08-11,SKU-0039,WH-08,112
2026-06-30,SKU-0001,WH-05,110
2026-08-25,SKU-0019,WH-08,62
2026-07-07,SKU-0027,WH-08,193
2026-08-11,SKU-0038,WH-07,184
2026-06-30,SKU-0016,WH-06,68
2026-08-25,SKU-0039,WH-04,44
2026-07-07,SKU-0005,WH-04,99
,SKU-0028,WH-07,107
2026-07-07,SKU-0018,WH-04,151
2026-08-04,SKU-0038,WH-07,156
2026-07-07,SKU-0002,WH-08,87
2026-07-21,SKU-0011,WH-06,111
2026-07-07,SKU-0019,WH-06,55
09/01/2026,SKU-0035,WH-08,203
2026-08-18,SKU-0011,WH-01,32
2026-07-28,SKU-0017,WH-01,65
,SKU-0042,WH-07,146
2026-07-14,SKU-0022,WH-08,172
2026-06-30,SKU-0036,WH-05,68
2026-07-07,SKU-0028,WH-02,145
2026-06-30,SKU-0002,WH-07,88
2026-09-01,SKU-0007,WH-04,205
2026-08-04,SKU-0023,WH-05,205
2026-07-28,SKU-0017,WH-06,9
2026-08-25,SKU-0036,WH-02,157
2026-07-28,SKU-0022,WH-04,180
2026-08-25,SKU-0036,WH-06,200
25-Aug-2026,SKU-0024,WH-07,157
2026-07-14,SKU-0025,WH-03,95
2026-07-07,SKU-0018,WH-05,167
11-Aug-2026,SKU-0005,WH-08,-17
2026-08-25,SKU-0015,WH-04,57
09/01/2026,SKU-0024,WH-02,196
2026-08-11,SKU-0006,WH-04,68
2026-08-25,SKU-0025,WH-04,155
2026-07-14,SKU-0027,WH-07,147
2026-08-18,SKU-0027,WH-07,253
2026-07-14,SKU-0024,WH-04,178
2026-07-28,SKU-0023,WH-01,188
2026-09-01,SKU-0020,WH-08,79
2026-07-28,SKU-0016,WH-02,6
2026-07-14,SKU-0024,WH-03,242
2026-07-07,SKU-0038,WH-05,110
2026-08-18,SKU-0002,WH-06,140
2026-08-11,SKU-0008,WH-01,91
,SKU-0036,WH-01,197
2026-09-01,SKU-0012,WH-01,116
2026-08-25,SKU-0043,WH-02,209
2026-07-14,SKU-0039,WH-03,140
2026-09-01,SKU-0005,WH-07,110
2026-07-21,SKU-0034,WH-03,238
2026-08-18,SKU-0002,WH-09,58
25-Aug-2026,SKU-0010,WH-03,193
2026-07-07,SKU-0004,WH-02,121
2026-09-01,SKU-0026,WH-06,110
2026-09-01,SKU-0025,WH-08,206
2026-08-04,SKU-0018,WH-03,122
2026-09-01,SKU-0016,WH-01,184
2026-09-01,SKU-0037,WH-04,198
2026-08-04,SKU-0016,WH-06,122
2026-08-18,SKU-0013,WH-02,105
18-Aug-2026,SKU-0008,WH-02,84
2026-08-25,SKU-0001,WH-01,141
2026-08-11,SKU-0017,WH-01,135
2026-08-18,SKU-0028,WH-08,171
2026-08-18,SKU-0025,WH-07,73
2026-09-01,SKU-0034,WH-04,186
,SKU-0037,WH-02,206
,SKU-0029,WH-09,141
2026-08-04,SKU-0034,WH-07,144
2026-07-14,SKU-0023,WH-01,115
2026-08-18,SKU-0020,WH-06,124
2026-08-25,SKU-0007,WH-08,228
2026-07-21,SKU-0011,WH-07,118
2026-07-28,SKU-0019,WH-99,158
2026-07-28,SKU-0009,WH-09,215
2026-07-14,SKU-0012,WH-03,157
2026-07-28,SKU-0018,WH-01,126
2026-07-07,SKU-0036,WH-08,73
2026-07-07,SKU-0039,WH-02,169
2026-08-11,SKU-0011,WH-03,52
2026-08-18,SKU-0044,WH-08,195
2026-07-07,SKU-0006,wh-05,113
2026-08-25,SKU-0017,WH-04,148
2026-07-28,SKU-0029,WH-03,81
2026-09-01,SKU-0006,WH-07,239
2026-07-07,SKU-0013,WH-07,66
2026-07-21,SKU-0030,WH-07,187
2026-06-30,SKU-0040,wh-01,245
2026-07-07,SKU-0004,WH-04,109
2026-07-07,SKU-0002,WH-06,180
2026-07-14,SKU-0019,WH-08,-8
2026-08-04,SKU-0038,WH-05,94
2026-07-14,SKU-0010,WH-06,168
2026-08-25,SKU-0037,WH-06,94
2026-07-28,SKU-0035,WH-05,132
2026-07-07,SKU-0038,WH-07,53
2026-06-30,SKU-0017,WH-99,131
2026-08-11,SKU-0001,WH-08,255
2026-09-01,SKU-0019,WH-05,169
2026-08-25,SKU-0021,WH-01,153
2026-08-25,SKU-0011,WH-04,141
2026-07-07,SKU-0044,WH-01,140
2026-07-21,SKU-0006,WH-02,248
2026-08-18,SKU-0042,WH-04,89
2026-09-01,SKU-0019,WH-08,109
2026-09-01,SKU-0022,WH-07,126
2026-07-21,SKU-0029,WH-03,202
2026-09-01,SKU-0028,WH-07,153
2026-07-28,SKU-0022,WH-01,178
2026-09-01,SKU-0006,WH-03,112
2026-08-25,SKU-0035,WH-01,123
2026-08-18,SKU-0034,WH-05,140
2026-07-21,SKU-0040,WH-03,168
2026-07-28,SKU-0043,WH-02,172
2026-07-28,SKU-0007,WH-02,80
2026-07-14,SKU-0002,WH-03,220
2026-07-28,SKU-0041,WH-03,130
2026-06-30,SKU-0043,WH-07,-37
2026-08-25,SKU-0020,WH-06,-7
2026-07-21,SKU-0018,WH-06,127
2026-08-04,SKU-0005,WH-05,119
2026-07-21,SKU-0022,WH-03,116
2026-06-30,SKU-0005,WH-01,51
2026-08-25,SKU-0045,WH-02,132
2026-07-28,SKU-0038,WH-07,47
2026-06-30,SKU-0038,WH-09,170
2026-07-21,SKU-0026,WH-04,-113
2026-07-21,SKU-0032,WH-03,83
2026-08-25,SKU-0030,WH-02,86
2026-06-30,SKU-0017,WH-03,119
2026-07-07,SKU-0009,WH-03,172
2026-07-21,SKU-0025,WH-02,88
07/07/2026,SKU-0012,WH-07,163
2026-08-04,SKU-0030,WH-05,177
2026-07-21,SKU-0025,WH-07,19
2026-07-21,SKU-0044,WH-03,122
14-Jul-2026,SKU-0007,WH-02,130
2026-07-28,SKU-0030,WH-03,198
2026-08-04,SKU-0041,WH-02,154
2026-07-14,SKU-0010,WH-02,225
,SKU-0010,WH-07,83
2026-08-11,SKU-0040,WH-02,110
2026-08-25,SKU-0008,WH-07,64
2026-07-07,SKU-0042,WH-03,196
08/25/2026,SKU-0028,WH-02,90
2026-09-01,SKU-0039,WH-02,-1
2026-08-11,SKU-0044,WH-05,75
2026-07-14,SKU-0033,WH-08,134
2026-08-11,SKU-0024,WH-06,152
07/21/2026,SKU-0012,WH-02,133
2026-07-07,SKU-0016,WH-08,57
2026-09-01,SKU-0009,WH-04,124
2026-07-21,SKU-0044,WH-02,218
2026-08-11,SKU-0022,WH-08,113
2026-08-25,SKU-0034,WH-05,86
2026-09-01,SKU-0006,WH-04,59
07/07/2026,SKU-0031,WH-08,154
2026-08-18,SKU-0034,WH-03,104
2026-09-01,SKU-0021,WH-07,154
2026-07-21,SKU-0026,WH-05,89
2026-08-18,SKU-0010,WH-07,90
2026-07-21,SKU-0032,WH-02,57
2026-08-04,SKU-0015,WH-01,65
2026-08-11,SKU-0040,WH-03,86
07/14/2026,SKU-0033,WH-02,133
2026-08-04,SKU-0003,WH-04,286
2026-07-28,SKU-0035,WH-03,166
,SKU-0022,WH-01,170
2026-06-30,SKU-0030,WH-07,79
2026-06-30,SKU-0031,WH-03,50
2026-09-01,SKU-0044,WH-06,72
2026-06-30,SKU-0001,WH-02,75
2026-08-04,SKU-0026,WH-02,176
2026-09-01,SKU-0043,WH-03,195
2026-07-07,SKU-0040,WH-07,192
2026-08-11,SKU-0019,WH-05,68
2026-09-01,SKU-0011,WH-08,209
2026-06-30,SKU-0010,WH-07,115
2026-08-25,SKU-0029,WH-04,166
2026-06-30,SKU-0024,WH-05,116
2026-08-18,SKU-0044,WH-01,180
2026-08-25,SKU-0024,WH-02,179
2026-07-14,SKU-0015,WH-03,103
2026-07-21,SKU-0037,WH-06,155
2026-07-21,SKU-0015,WH-03,167
2026-09-01,SKU-0032,WH-03,94
2026-08-25,SKU-0043,WH-05,162
2026-07-14,SKU-0009,WH-02,179
2026-09-01,SKU-0042,WH-08,225
2026-07-14,SKU-0032,WH-01,133
,SKU-0008,WH-07,121
07/14/2026,SKU-0011,WH-02,260
2026-07-14,SKU-0002,WH-04,201
2026-07-07,SKU-0032,WH-07,243
08/18/2026,SKU-0012,WH-08,136
,SKU-0027,wh-05,81
2026-08-18,SKU-0033,WH-08,125
2026-08-04,SKU-0037,WH-04,210
2026-06-30,SKU-0038,WH-03,186
2026-09-01,SKU-0023,WH-03,112
2026-07-14,SKU-0001,WH-04,168
09/01/2026,SKU-0008,WH-05,82
2026-08-18,SKU-0024,WH-04,139
,SKU-0042,WH-06,99
2026-07-28,SKU-0033,Wh-01,154
2026-08-04,SKU-0037,WH-01,118
2026-07-28,SKU-0043,WH-07,118
2026-08-04,SKU-0005,WH-04,146
2026-07-21,SKU-0009,WH-07,112
2026-08-18,SKU-0035,WH-05,77
2026-07-28,SKU-0033,WH-03,118
2026-07-28,SKU-0018,WH-09,136
2026-08-25,SKU-0027,WH-08,90
2026-08-18,SKU-0041,WH-04,177
2026-06-30,SKU-0021,WH-03,67
2026-07-28,SKU-0023,WH-02,-89
2026-06-30,SKU-0011,wh-05,39
2026-08-11,SKU-0008,WH-07,160
2026-07-14,SKU-0022,WH-05,136
2026-07-21,SKU-0015,WH-06,194
2026-09-01,SKU-0022,WH-02,145
2026-07-21,SKU-0042,WH-06,132
2026-07-28,SKU-0005,WH-01,171
2026-07-14,SKU-0014,WH-05,96
08/25/2026,SKU-0036,WH-05,-14
2026-08-18,SKU-0037,WH-05,62
2026-08-25,SKU-0040,WH-02,55
2026-08-25,SKU-0041,WH-99,185
2026-07-14,SKU-0012,WH-06,122
2026-09-01,SKU-0002,WH-07,81
2026-08-18,SKU-0032,WH-01,-136
2026-07-07,SKU-0040,WH-08,152
2026-08-04,SKU-0010,WH-06,161
2026-08-04,SKU-0009,WH-08,128
2026-07-21,SKU-0043,WH-03,19
2026-07-14,SKU-0021,WH-07,101
01-Sep-2026,SKU-0034,WH-01,140
2026-09-01,SKU-0031,WH-02,54
2026-08-25,SKU-0004,WH-02,158
2026-09-01,SKU-0010,WH-05,73
2026-08-18,SKU-0019,WH-03,140
2026-09-01,SKU-0022,WH-05,134
2026-08-25,SKU-0007,WH-02,97
2026-07-14,SKU-0025,WH-07,31
2026-07-28,SKU-0020,WH-04,45
2026-07-28,SKU-0010,WH-02,150
,SKU-0032,wh-05,102
2026-06-30,SKU-0016,WH-07,67
,SKU-0014,WH-03,190
2026-06-30,SKU-0043,WH-99,190
2026-08-11,SKU-0029,WH-06,100
2026-08-04,SKU-0005,WH-06,163
01-Sep-2026,SKU-0025,Wh-01,133
2026-07-28,SKU-0024,WH-05,49
2026-08-04,SKU-0016,WH-09,174
2026-07-21,SKU-0029,Wh-01,114
2026-07-21,SKU-0043,WH-07,218
2026-07-28,SKU-0033,WH-07,96
2026-07-28,SKU-0038,WH-05,157
2026-07-07,SKU-0028,WH-08,60
2026-07-07,SKU-0041,WH-04,149
2026-08-18,SKU-0043,WH-07,178
06/30/2026,SKU-0036,WH-06,157
2026-07-14,SKU-0021,WH-02,261
14-Jul-2026,SKU-0020,WH-01,117
2026-08-04,SKU-0003,WH-02,45
2026-07-07,SKU-0045,WH-02,176
2026-08-25,SKU-0012,WH-02,88
2026-08-25,SKU-0016,WH-06,173
2026-07-28,SKU-0005,WH-04,177
2026-06-30,SKU-0027,WH-04,106
,SKU-0029, WH-01 ,62
2026-08-11,SKU-0030,WH-99,145
2026-07-07,SKU-0020,WH-01,180
2026-06-30,SKU-0012,WH-01,320
2026-08-11,SKU-0043,WH-02,18
2026-07-14,SKU-0016,WH-04,143
2026-07-21,SKU-0035,WH-08,-201
2026-07-14,SKU-0043,WH-03,74
2026-07-14,SKU-0038,WH-07,266
2026-08-04,SKU-0033,WH-03,85
,SKU-0045,WH-06,54
2026-07-07,SKU-0001,WH-01,32
2026-07-14,SKU-0027,WH-06,145
,SKU-0020,WH-04,145
25-Aug-2026,SKU-0001,WH-04,78
2026-07-28,SKU-0042,WH-03,75
2026-07-28,SKU-0017,WH-03,231
2026-08-18,SKU-0002,WH-01,130
2026-07-28,SKU-0028,WH-05,80
2026-08-11,SKU-0013,WH_05,126
2026-07-14,SKU-0024,WH-07,135
2026-07-21,SKU-0017,WH-06,116
2026-07-28,SKU-0003,WH-09,106
2026-07-14,SKU-0035,WH-04,128
2026-08-25,SKU-0020,WH-07,203
2026-07-07,SKU-0038,WH-02,-28
07/28/2026,SKU-0037,WH-08,-8
07-Jul-2026,SKU-0030,WH-04,130
2026-07-07,SKU-0034,WH-02,263
2026-07-07,SKU-0024,WH-07,22
,SKU-0001,WH-06,105
2026-09-01,SKU-0013,WH-03,40
2026-08-11,SKU-0013,WH-04,164
2026-08-11,SKU-0030,WH-07,110
2026-07-07,SKU-0021,wh-01,93
2026-07-28,SKU-0031,WH-04,118
2026-07-14,SKU-0031,WH-08,40
2026-07-14,SKU-0038,WH-04,96
2026-08-04,SKU-0040,WH-07,139
2026-08-11,SKU-0017,WH-04,144
2026-08-25,SKU-0031,WH-01,219
2026-09-01,SKU-0018,WH-05,106
2026-08-25,SKU-0027,WH-06,167
2026-08-18,SKU-0034,WH-07,116
2026-07-07,SKU-0043,WH-03,194
2026-09-01,SKU-0043,WH-04,127
07/28/2026,SKU-0028,WH-04,75
2026-08-04,SKU-0014,WH-08,213
2026-06-30,SKU-0008,WH-04,80
2026-08-11,SKU-0028,WH-08,174
2026-07-28,SKU-0006,WH-03,75
2026-08-18,SKU-0039,WH-99,55
2026-07-14,SKU-0032,WH-04,173
2026-07-28,SKU-0032,WH-03,81
2026-08-18,SKU-0016,WH-04,-14
2026-07-21,SKU-0005,WH-03,123
2026-08-04,SKU-0031,WH-05,226
2026-09-01,SKU-0003,WH-01,131
2026-07-28,SKU-0004,WH-06,121
07/21/2026,SKU-0007,WH-02,91
2026-08-04,SKU-0016,WH-08,72
,SKU-0028,WH-02,164
,SKU-0011,WH-01,100
2026-08-18,SKU-0035,WH-07,123
08/04/2026,SKU-0036,WH-03,127
2026-08-04,SKU-0042,WH-03,88
2026-07-21,SKU-0005,WH-07,147
2026-09-01,SKU-0009,WH-08,56
2026-08-04,SKU-0008,WH-06,98
2026-06-30,SKU-0013,WH-06,132
2026-07-28,SKU-0027,WH-06,162
2026-07-28,SKU-0013,WH-06,185
2026-08-25,SKU-0014,WH-08,70
,SKU-0041,WH-04,163
2026-08-25,SKU-0010,WH-01,188
2026-08-04,SKU-0006,WH-08,112
2026-09-01,SKU-0040,WH-08,106
,SKU-0029,WH-05,122
2026-07-28,SKU-0044,WH-02,203
2026-07-14,SKU-0013,WH-08,39
2026-08-25,SKU-0041,WH-06,127
,SKU-0031,WH-01,215
2026-08-11,SKU-0021,WH-05,182
2026-08-04,SKU-0045,WH-04,-9
2026-08-11,SKU-0016,WH-02,118
2026-08-25,SKU-0015,WH-08,78
06/30/2026,SKU-0040,WH-02,184
2026-07-21,SKU-0021,WH-04,116
2026-08-04,SKU-0002,WH-05,-8
2026-06-30,SKU-0036,WH-01,177
2026-08-04,SKU-0036,WH-05,59
2026-07-21,SKU-0027,WH-08,78
2026-07-21,SKU-0040,WH-01,-31
2026-09-01,SKU-0040,WH-01,111
2026-07-21,SKU-0045,WH-05,142
2026-08-04,SKU-0009,wh-05,127
2026-07-28,SKU-0024,WH-07,228
2026-08-11,SKU-0011,WH-01,70
2026-08-25,SKU-0005,WH-02,176
07/14/2026,SKU-0017,WH-08,0
2026-08-11,SKU-0003,WH-05,46
2026-08-11,SKU-0042,WH-07,143
2026-07-28,SKU-0039,WH-08,116
